speaker,text,target,sentiment,category,summary
남희두,"아직 적응을 해야 될 것 같아요. 사람들 다 있었어, 가지고 거기서 또 제가 반기면 바로 걸리지 않을까요?",None,negative,불안,"새로운 환경에 적응해야 하는 것에 대한 불안감을 표현하며, 다른 사람들의 시선을 의식하고 있다."
남희두,원우 드세요. 원우 드세요.,None,Neutral,Offering,음식을 권유하는 발언
남희두,"태희님이 잘 챙겨주시던데, 기다리시던데요?",None,neutral,observation,태희가 잘 챙겨주고 기다린다는 사실을 언급하며 상대방의 반응을 살피고 있다.
남희두,어떤 정도는 있는 것 같아요.,None,neutral,ambiguous,화자는 감정을 명확히 드러내지 않고 '어떤 정도'라고 표현하여 모호하게 답변함.
이나연,약간 오해하기 좋은 그런 뭔가 포인트들이 하필 희두씨 있을 때 보이는 것 같아요.,남희두,negative,attention,남희두에 대한 오해를 언급하며 부정적인 감정을 드러냄.
이나연,그럴 수도 있죠.,None,neutral,statement,상대방의 의견에 동의하거나 수용하는 발언.
이나연,일로 와 근데 왜 쓰시 갑자기? 사와 장 볼 때 사와봐요.,남희두,neutral,relationship,"남희두에게 다가가 말을 건네며, 사와를 사다 달라고 부탁하고 있다."
이나연,"저 잔 없는데? 잠깐만 아, 내가 갖고 올게 있어요? 네.",None,neutral,statement,자신의 잔이 없음을 인지하고 가져오겠다고 말함.
이나연,아 한 병 더?,None,neutral,social,술을 더 마실지 묻는 발언.
이나연,근데 표정을 잘 못 숨기고 있어요.,None,neutral,observation,자신의 표정 관리가 어렵다는 점을 언급함.
이나연,나도 방금 들어왔거든.,,neutral,statement,방금 들어왔음을 알리는 발언
이나연,나 번호 완전 잘 기억한단 말이야. 뭐하고 있었어? 뭐하고 있었어 거기서?,None,neutral,question,"상대방의 행동에 대해 질문하며, 관심을 표현하고 있다."
남희두,안 될까요?,,neutral,question,상대방의 의사를 묻는 질문
남희두,"아, 와인 사왔는데.",None,neutral,relationship,와인을 사왔다는 사실을 알림
이나연,젤리 다 쏟았네?,None,neutral,observation,젤리를 쏟은 상황에 대한 언급
이나연,그 재미가 근데 왜 차이지?,None,neutral,question,상대방에게 '재미'의 차이를 묻는 질문
이나연,누구지? 원빈인가?,,neutral,attention,누군가를 보고 누구인지 궁금해하는 발언
이나연,아니 저는 이거 뭐야..,,neutral,none,감정을 드러내지 않는 혼잣말
이나연,그 회원님이랑 엄청 친해 보였거든요.,None,neutral,attention,다른 출연자와 친목을 언급하며 질투심을 간접적으로 드러냄.
이나연,근데 문자가 와서 그 문자를 받는 순간 감정이 너무 요동쳤어요 진짜 너무 맛있다 완성.,None,positive,None,문자를 받고 감정이 좋게 요동쳤다는 발언.
이나연,이거를 사가지고.,,neutral,unclassified,물건을 구매했음을 언급
남희두,편안하게 있을 때 너한테 대하는 게 그걸 잘해줄 수도 있고 그래주면 되잖아.,이나연,neutral,relationship,상대방에게 편안하게 대하는 방식에 대한 이야기.
이나연,어디 앉을래? 어디 앉지?,,neutral,question,좌석 위치를 묻는 질문
이나연,영상 언제 써? 네.,,neutral,unclassified,영상 편집 시점에 대한 질문에 대한 응답
이나연,다들 식사하셨어요? 형 먹었어요? 물 먹고 왔어요. 뭐 먹었어?,None,neutral,question,상대방의 식사 여부를 묻는 질문
이나연,"해방촌 아\~\~ 왜 그랬는지 모르겠는데 희도 눈치가 엄청 보였어요. 얘도 표정이 안 좋더라고 드세요, 빨리.",남희두,negative,attention,남희두의 눈치를 보며 표정이 안 좋았다고 언급하며 부정적인 감정을 드러냄.
남희두,음식 식어요.,None,neutral,statement,음식이 식는다는 정보를 전달함
이나연,저 배부러가지고.,,neutral,statement,배부르다는 상태를 표현함.
남희두,그럼 우리 먹어. 드세요.,None,neutral,일상,음식을 권유하는 평범한 발언
이나연,드세요.,,neutral,없음,상대방에게 음식을 권유하는 발언.
이나연,오늘 뭐 했어요?,,neutral,question,상대방의 하루 일과를 묻는 질문
이나연,상자 하실래요? 네. 귀여워 어?,None,positive,appearance_praise,상대방에게 귀엽다고 칭찬하는 발언
이나연,짠!,,neutral,no_context,특별한 감정이나 의도가 드러나지 않는 단순한 감탄사
이나연,뭐. 방금 B 아니요.,None,neutral,statement,방금 한 말에 대해 부정을 표현함.
남희두,강아지 오고 싶다. 강아지?,,neutral,wish,강아지를 갖고 싶다는 희망을 표현함
남희두,응.,,neutral,response,상대방의 발화에 대한 단순한 동의 또는 확인 응답.
이나연,제 강아지는 진짜 귀여운데. 너무 귀엽지 않아?,,positive,unclassified,자신의 강아지가 귀엽다고 말하며 상대방의 동의를 구하고 있다.
남희두,"아, 아기로 바뀌었네.",,neutral,observation,상황에 대한 단순한 관찰을 진술함.
이나연,왜인지 모르겠는데 이렇게 돼서 너무 귀여워. 귀엽죠?,None,positive,애정표현,대상에 대해 귀엽다는 감정을 표현하며 동의를 구하고 있다.
남희두,못생겼는데 히히 이 시각 세계였습니다.,None,neutral,appearance,외모에 대한 언급이지만 감정적 평가는 없음
이나연,저거 너무 티낸 거 아니야?,None,negative,attention,다른 출연자의 행동에 대한 불쾌감을 드러냄.
이나연,귀엽죠?,None,positive,praise,대상에 대한 긍정적 감정 표현 (귀엽다)
이나연,비숑이랑 석설이...,,neutral,animal,강아지 종류 언급
남희두,"뭐라 뭐라고? 아, 못생겼다. 진짜 귀엽지만 우리 애가 최고다. 우리 애가 제일 웃겨.",이나연,positive,칭찬,상대방을 못생겼다고 놀리지만 귀엽다고 칭찬하며 애정을 표현함. 자신의 애인이 최고라고 말함.
이나연,진짜 기절 초풍이다.,,negative,emotion_polarity,부정적인 감정을 강하게 표현함.
남희두,뭐해?,None,neutral,question,상대방의 현재 상태를 묻는 질문
남희두,네가 나라고 생각하고 내가 딱 와서 어땠어?,None,positive,attention,상대방에게 자신에 대한 첫인상을 묻는 질문
남희두,"아니, 아무리 해도 뭐 이런 사람은... 뭐 예의는 눈치 알아 뭐.",None,negative,불만,상대방의 예의 없음에 대한 불만
남희두,또 하나 가져와라.,,neutral,request,물건을 요청하는 발언
남희두,사람들 다 배쳤다고 옆에 있는 척하고 나 혼자 타고 나 기분 나쁘면 다 티내면 돼.,None,negative,불만,"혼자 남겨진 상황에 대한 불쾌감을 표현하고, 감정을 숨기지 않겠다는 의지를 드러냄."
남희두,적어도... 옆에 내가 있었는데 왜 일부러 더 나는 더 약 올리는 줄 알았어.,None,negative,불만,"상대방의 행동에 대한 불만을 표현하며, 약 올리는 듯한 행동에 대한 서운함을 드러냄."
남희두,대신 이리로 왔습니다.,None,neutral,None,특별한 감정 표현이나 관계에 대한 언급 없이 단순히 장소 이동을 알리는 발언.
남희두,정말 고마워요.,None,positive,gratitude,상대방에게 고마움을 표현하는 발언
남희두,아니.,None,neutral,response,단순한 부정 응답
남희두,내가 어떻게 알아?,None,negative,불만,상대방의 무관심에 대한 불만을 표현하는 발언
남희두,여러분 안녕하세요. 여러분 안녕하세요.,,neutral,greeting,자신을 포함한 모든 사람에게 인사하는 발언
남희두,중요한 거야.,None,neutral,None,상대방에게 어떤 내용이 중요한지 강조하는 발언
남희두,아니 안 해도 돼 내 심장도 스테인드가 많아서 아프고 응? 오늘 오랜만에 가고 있거든 보고 싶어.,None,positive,initiative,보고 싶다는 감정을 표현하며 관계를 진전시키려는 적극적인 발언
남희두,적어도 그런 거.. 내가 나 혼자만 그렇게 생각하는 거 내가 너무..,None,negative,불안,혼자만의 생각일까 봐 불안해함
이나연,아니라고.,None,negative,emotion_polarity,부정적인 감정을 드러냄.
남희두,그냥 저는 그냥 있는 제 마음을 얘기했어요. 그냥 솔직히 채팅했던 거와 너무 달랐다.,None,negative,불만,채팅과 실제 모습이 달라서 실망감을 표현함.
이나연,내가 생각하기에 채팅할 때 보고 싶다고 말해놓고 너무.. 자기를 신경 안 쓰고 아무렇지 않게 다른 남자랑 어떻게 그럴 수 있냐. 적어도 신경을 써줘야 하는 거 아니야. 잠깐만 말도 안 하니까 그게 서운했나 봐요. 여기서 제일 가깝고 믿을 게 너밖에 없는데 너는 왜 나를 존중하지 않냐.,남희두,negative,갈등,"채팅에서 보고 싶다고 말한 후 다른 남자와 있는 모습에 서운함을 느끼고, 믿을 사람이 너밖에 없는데 존중해주지 않는 것에 대한 불만을 토로함."
이나연,너무..,,neutral,none,감정이나 의도를 파악하기 어려운 짧은 발언
이나연,솔직히 제가 잘못한 건 없어요. 다 알고 나온 거고 그러기로 하고 나온 거고 새로운 사람 만나겠다고 나온 건데 마음은 그게 안 되니까 또 그 마음이 느껴지니까 아프게 한 게 너무 미안하더라고요.,None,negative,attention,"새로운 사람을 만나려고 나왔지만, 마음대로 되지 않아 상대를 아프게 한 것에 대한 미안함을 표현하고 있다."
이나연,그래도 지은씨 문자를 받으셨네요?,,neutral,attention,다른 출연자(지은)의 문자를 받았는지 확인하는 발언
이나연,인기 넘치네.,None,neutral,observation,다른 사람의 인기를 언급하는 발언.
이나연,"아, 진짜?",None,neutral,reaction,상대방의 말에 대한 단순한 되물음.
이나연,그건 진짜 포감해본 적 너무 좋은데?,None,positive,attention,포옹 경험에 대한 긍정적 감정 표현
이나연,손이 질지?,None,neutral,question,상대방의 손 상태를 묻는 질문
이나연,내가 봤을 때 첫날부터 자기 X가 없었던 사람이 있어.,,negative,attention,"첫날부터 X가 없었던 사람에 대한 언급을 통해, X에 대한 관심을 드러내고 있다."
이나연,"아니, 진짜로 하루 데이트를 하고 왔다고? 6대 월드를? 100% 아니니까 한 번에 인정?",None,negative,attention,"상대방의 주장에 대한 불신과 부정적인 감정을 드러내고 있으며, 특정 대상에 대한 의혹을 제기하고 있다."
이나연,아니야. 진짜 안 돼.,None,negative,emotion_polarity,단호하게 거절하는 부정적인 발언
이나연,네.,None,neutral,response,상대방의 질문에 대한 동의 또는 확인 응답
이나연,응? 말도 안 되는 소리야 진짜 혜연 언니 너무 너무 재밌어 보이네.,,positive,attention,혜연에 대한 긍정적 언급과 관심 표현
남희두,"뜨거워, 아무도 모르는데 나도 오늘 니나랑이 되고 감사합니다.",None,positive,기타,니나처럼 인기를 얻게 되어 기쁘다는 감정을 표현함.
남희두,괜찮을 줄 알았거든 까먹지 않을 줄 알았는데 무슨 얘기하는 거야?,None,negative,불안,자신이 괜찮을 줄 알았지만 그렇지 못했던 상황에 대한 불안감을 드러냄.
남희두,"다시 만나야겠다, 보고 싶다 라고 해서 오는 것 보다는 당연히 보기 싫은 건 아니지.",이나연,positive,attention,상대방이 다시 만나자는 제안에 대해 긍정적인 반응을 보일 것이라는 기대감을 드러냄.
남희두,"너가 갑자기 이렇게 울고 있으면 내가 피아노, 너는 아예 그냥 다른 사람을 만나려고 나온 거야? 감사합니다.",이나연,negative,갈등,"상대방의 행동에 대한 불만과 서운함을 표현하며, 상대방이 다른 사람을 만나는 것에 대한 질문을 던짐."
남희두,"너의 마음은 아니라고 해도 나는 여기서 대화도 안 해봤지, 오자마자 사운드에 눈치 보더라.",None,negative,attention,"남희두는 상대방이 자신에게 보이는 태도에 대해 부정적인 감정을 드러내며, 특히 다른 사람의 눈치를 보는 행동에 주목하고 있다."
남희두,"너무 암튼, 보슈코드가 나오고 안 나오고 감사합니다.",None,positive,gratitude,보슈코드 언급에 대한 감사 표현
남희두,떠나 마음이 정리가 잘 돼서 제가 오해했던 것들은 풀리기도 했고 저도 신경 안 쓰면서 마음 가는 대로 하려고요.,None,positive,None,"떠나 있는 동안 마음 정리가 되어 오해를 풀고, 앞으로는 신경 쓰지 않고 마음 가는 대로 하겠다는 발언."
남희두,그렇게 얘기하면서 울더라고요.,None,negative,emotion_expression,상대방이 슬퍼하며 울고 있다는 것을 언급함
남희두,모르는데도 마음 안 좋잖아.,None,negative,불안,상대방에 대한 걱정으로 마음이 안 좋다는 발언
남희두,괜히 미안해 어느.. 누가.. 아무리 헤어져서도 모습을 보는 걸 좋아하는 사람이 있을 것 같아요.,None,negative,attention,헤어진 후에도 (전 연인의) 모습을 보는 것을 좋아하는 사람이 있을 것 같다는 발언에서 미련이 느껴짐.
남희두,들어가자마자 전 정말 숨이 턱 막혔어요.,,negative,emotion_polarity,숨이 막혔다는 표현에서 답답함과 부정적인 감정이 드러남.
남희두,나연이와의 기억들로 가득 차있더라고요.,이나연,negative,attention,이나연과의 과거 회상에 대한 언급하며 아쉬움을 드러냄.
남희두,다영이가 그런 것들을 많이 저장해놨더라고요 근데 진짜 그거는 아무 생각 없이 사랑하니까 할 수 있었던 말 아닐까요?,None,neutral,attention,"과거 연애에 대한 언급으로, 저장된 메시지를 통해 당시 감정을 회상하며 발언하고 있다."
남희두,정말 처음으로 제일 많이 좋아했던 사람이고 그 좋아하는 마음을 아마 나영이 때문에 처음 깨달은 날이 아닌 그래서 저도 모르게 좋아하는 걸 넘어서서 사랑한다고 말하고 싶었던 게 아니라 그럼 발렌타인데 이때 제가 선물로 받았던 것 같아요.,이나연,positive,attention,"과거 이나연에 대한 강한 애정과 관련된 경험을 회상하며, 사랑이라는 감정을 처음으로 느끼게 해준 대상임을 언급함."
이나연,거의 교환 가기 며칠 전에 헤어진 거죠. 교환학생 가기 일주일 전이어서 친구들이랑 실천해서 술을 먹었죠. 이따가 취해가지고 희두대 신촌이고 하니까 보고 싶어서 막 불렀어요.,남희두,negative,attention,"남희두와 헤어진 후 힘든 감정을 드러내며, 술에 취해 남희두를 찾았던 과거를 회상하고 있다."
남희두,그 와중에 제가 엄청 취해서 막 차에서 자고 있고 그랬는데 저는 이제 운동이 끝나고 숙소로 가고 이제 빨리 씻고 자야 되는 상황인데 나는 취해서 그걸 뭐라고?,None,negative,불만,술 취한 자신의 모습에 대한 자책과 피로감을 표현.
남희두,"근데 맹중심에 안 부를 텐데 술 취해가지고 왜 안 오냐 근데 그런 모습이 얘가 너무 생각이 짧다는 생각이 들고 나를 배려하지 않는다는 생각도 들고 근데 어찌 됐든 가긴 갔어요. 나연이는 서운한 게 있으면 저한테 얘기하고 차라리 저한테 욕하고 그랬으면 좋겠는데, 친구들한테 제목을 또 쑥 출게임에 했던 거잖아.",이나연,negative,불만,"술 취한 이나연의 행동에 대한 불만과 서운함, 그리고 자신을 배려하지 않는다는 생각에 대한 토로"
남희두,"가자마자 그 친구가 하는 말이에요. '네가 좀 잘해야지' 이런 식으로 아무튼 걱정이 되니까 저는 피곤해도 왔는데, 그러고 있으니까 그 얘기를 또 그 친구한테 들어보니까 기분이 되게 나쁘더라고 그런 모습들이 좀 아니다 싶었어요. 그때 딱 헤어지자 그랬어요. 왜냐면 그때도 어차피 교환도 당장 다음 주면 가는 거고, 지금 마음은 이렇고, 이런 마음은 풀 시간도 없고, 너무 많이 실망을 해서 네.",None,negative,갈등,상대방의 태도에 실망하여 헤어짐을 결심함.
이나연,그래서 1도가 헤어지자 하더라고요.,,negative,attention,전 연인(X)에 대한 언급
이나연,"근데 그때는 제가 이두를 너무 좋아해서 엄청 매달렸어요. 제가. 그때 연대 북문에서 이도 기숙사 앞에서 헤어지자고 했는데, 제가 뭐.. 못 헤어지겠다고 막 울고 막 차라리 그땐 그랬잖아. 근데 그때는 진짜 힘들었어요. 뭔가 내가 좋아하는 사람을 못 보게 되는 게 처음이었고, 모든 교환 학생의 계획이 휴두에 맞춰져 있었어요. 시간표도 휴두랑 전화하기 편한 시간에 맞춰서 짰고, 히도가 없어지니까 그 히도 없는 그 계획이 너무 슬픈 거예요.",남희두,negative,attention,"과거 남희두를 좋아해서 매달렸던 경험과 이별 후 힘든 감정을 토로하며, 남희두에게 맞춰진 계획이 사라진 것에 대한 슬픔을 표현함."
이나연,"1월쯤에 한국에 다시 잠깐 왔었거든요. 오기 직전에 히두가 갑자기 연락이 왔어요. 그냥 뜬금없이 나연아 이렇게만 와가지고 그 말 한마디에 완전 흔들리는 거예요. 연락받고 싶고 전화하고 싶고, 그냥 진짜 생각이 갑자기 나고, 그냥 자.",남희두,positive,attention,"남희두에게 연락이 온 후 흔들리는 감정을 느꼈다고 언급하며, 그에 대한 그리움을 표현함."
남희두,충동없이 제가 연락을 했어요.,None,neutral,relationship,남희두가 충동적인 감정 없이 이성적으로 연락을 했다는 발언.
이나연,갑자기 집 가다가 어 뭐해 그냥 나 지금 너는 저쪽 지나가는 생각나서 걱정하고 전화하면서 나 곧 한국 가니까 보자 그냥 또 그때 자연스럽게 다시 만나게 된 것 같아요.,None,neutral,attention,"집에 가다가 상대방이 생각나서 전화했다는 내용으로, 한국에 돌아가면 다시 만나자는 제안을 하고 있다."
남희두,오랜만에 보니까 더 좋더라구요 자연스럽게 연락하다가 다시 만나자 쭉 나연이랑 뭔가 있는 것처럼 그냥 계속 다시 만났어요.,이나연,positive,attention,"오랜만에 이나연을 다시 만나서 좋았다는 감정을 표현하며, 자연스럽게 연락하고 다시 만났다는 내용을 언급함."
이나연,어떡해 저는 근데 그땐 더 좋았어요.,,negative,attention,과거에 대한 미련을 드러내며 아쉬움을 표현하고 있다.
남희두,처음에보다 훨씬 더 따뜻해졌고 좀 더 설렜고 문제점을 알아서 그 문제점 없으면 다시 잘해볼 수 있을 거라는 생각이 들어요.,None,positive,affection,과거보다 감정이 따뜻해졌고 설렘을 느낌. 문제점을 해결하면 관계를 개선할 수 있다는 희망을 표현함.
이나연,커플링을 거의 이제 3년차에 했어요. 작년 화이트데이 때 백화점에 가세요 까르띠아에 들어가더라고요.,,neutral,reminiscence,3년차 커플이었을 때 화이트데이에 까르띠에 매장에 갔던 경험을 회상하고 있다.
남희두,컴플린을 라현이가 하고 싶어 했어. 근데 저는 바로 나갔죠. 그냥 커플링 하면 뭔가 좀 버팁? 팜! 신중한 편이어서 제가 또 그랬다가 마음 먹고 하자.,None,중립,상황 설명,"라현이 커플링을 하고 싶어 했지만, 남희두는 신중한 편이라 바로 나갔다고 말함."
이나연,앞으로 우리 오래 낄 건데 좋은 거 끼워주고 싶었다고 하더라. 제꺼에는 다이어도 하나 박혀있어요. 제 거에만 박아줬어요. 비싸니까.,남희두,positive,attention,상대방에게 좋은 것을 주고 싶어하는 마음과 자신에게만 특별히 다이아를 박아줬다는 사실을 언급하며 호감을 드러냄.
이나연,진짜 넌 빨갛고 난 노랗다.,None,neutral,observation,색깔에 대한 관찰을 진술함.
남희두,어휴 정말 이별이라는 게 참.. 누구한테도 쉽지 않은 거야 이별을 완벽히 했던 게 아니었구나라고 느꼈어요.,None,negative,attention,"이별에 대한 어려움을 토로하며, 완벽한 이별이 아니었음을 자각함."
이나연,근데 그게 전 휴도가 안 할 줄 알았어요. 이미 저랑 끝났다고 생각을 하면 안 할 줄 알았거든요? 개 성격상? 근데 한다고 해서 되게 놀랬고 그래서 조금 좋았어요. 아직 나를 100% 잊은 건 아닌가?,남희두,positive,attention,"전 남친 희두가 자신과의 관계가 끝났다고 생각하면 안 할 줄 알았는데, 한다고 해서 놀랐고 좋았다는 발언. 아직 자신을 잊지 않았을까 하는 감정."
이나연,"첫 만난 남자는 아니지만, 첫사랑은 맞는 것 같아요.",None,positive,attention,첫사랑에 대한 긍정적 감정 표현
이나연,가족만큼 사랑했던 것 같아요.,None,positive,attention,화자는 누군가를 가족만큼 사랑했다고 언급하며 긍정적인 감정을 표현함.
남희두,나연이만큼 마음이 가는 사람은 없었어요. 그만큼 마음을 연 거는 처음이잖아.,이나연,positive,attention,"이나연에 대한 호감과 애정을 표현하며, 처음으로 마음을 열었음을 언급함."
이나연,"어느 순간, 그런 생각이 들었어요. 그냥 나라는 사람이 싫은가? 나를 귀여워해주는 사람이 얘 말고 세상의 천지인데, 왜 내가 사랑하는 너는 날 이렇게 싫어해? 나도 사랑받고 살아야지.",남희두,negative,갈등,"화자는 상대방이 자신을 싫어하는 것 같다고 느끼며 자존감이 낮아지고, 사랑받고 싶어한다."
이나연,이런 고기도 생겼다고 자꾸 헤어질 때는 속상하고 화도 나더라구요.,None,negative,emotion_polarity,헤어질 때 속상하고 화가 났다는 부정적인 감정을 표현함.
이나연,"그냥 희도하니까 툭툭 던지는 마음에, 제가 자꾸 발작하니까, 그러니까 자존감도 좀 낮아지더라고요. 왜냐면 안 되는 걸 자꾸 하려고 하니까, 아예 저라는 사람을 좀 안 좋게 보는 느낌이었어요.",남희두,negative,관계,남희두의 행동에 자존감이 낮아지고 자신을 안 좋게 보는 느낌을 받음.
남희두,"나연이는 나연이대로 되게 저한테 서운했던 것들이 많았구나. 근데 뭐 다들 각자의 입장 차이가 있는 거니까, 물론 나연이는 좋은 점이 더 많을 거예요.",이나연,neutral,statement,"이나연이 자신에게 서운했던 점이 많았음을 인지하고, 각자의 입장 차이를 이해하며, 이나연의 좋은 점이 더 많을 것이라고 말함."
남희두,"진짜 괜찮은 사람이고 정말 응원하는 사람이고 잘 됐으면 좋겠는 사람이고, 솔직히 저도 편해요. 그냥 신경 끄고, 그게 진짜 그 관심 받고 진심으로 얘기하고 그런 걸 좀, 좀 막 못 알아주고, 그냥 그런 것들이 저한테는 되게 제 진심을 몰라주는 느낌도 받고 어?",None,positive,positive,상대방을 괜찮은 사람이라고 생각하며 응원하고 편안함을 느낌. 하지만 자신의 진심을 몰라주는 것 같아 아쉬워함.
이나연,지금은 히도 많이 잊었어요.,남희두,negative,attention,남희두를 잊었다고 언급하며 과거 연애에 대한 감정을 드러냄.
이나연,"처음 여기 왔을 때는 좀 저를 자책할 때였던 것 같아요. 좀 재팟을 많이 했을 때였는데, 그 이후로 갑자기 내가 잘못했나? 하면서 희도가 좀 갑자기 미워질 때도 있었고, 어느 순간 희도를 내가 진짜 사랑했던 건 알겠는데, 내가 좋아했던 사람이었는데, 과연 나한테 좋은 영향을 끼치는 사람이었을까? 이런 걸 생각하게 되더라고요. 만약에 이대로 결혼을 못할 것 같으면, 빨리 다른 사람을 만나야 되지 않나? 사실 저도 제외를 위해서 나온 건 아니니까, 저는 오히려 지금 새로운 분 만나고 싶어요.",남희두,복합적,회고 및 관계 평가,"과거 연애를 자책하고 미워했지만, 사랑했던 희두가 자신에게 좋은 영향을 주었는지 의문을 느끼며 새로운 만남을 희망함."
이나연,행복하게 이제 행복한 연애를 하고 싶어요.,None,positive,emotion_polarity,행복한 연애를 하고 싶다는 긍정적인 감정을 표현함.
남희두,마음이 그렇게 좋지만은 못했어요.,None,negative,emotion,마음이 좋지 않다고 토로하며 부정적인 감정을 표현함.
남희두,영상 보는 내내 나연이가 공유석을 다른 사람 만나보고 싶다고 하더라고요.,이나연,negative,attention,이나연이 다른 사람을 만나보고 싶어한다는 정보를 전달하며 불안감을 드러냄.
남희두,근데 뭐 충분히 이해했어요.,None,neutral,understanding,상대방의 상황이나 감정을 이해하고 있음을 표현하는 발언.
남희두,그렇습니다.,,neutral,response,상대방의 말에 동의하는 긍정적인 대답.
남희두,"만날 거라고 얘기를 할 줄 몰랐는데, 근데 뭐 괜찮아요.",None,neutral,opinion,"상대방의 행동에 대한 예상치 못했다는 의견을 표현하며, 감정을 드러내지 않으려고 노력함."
남희두,괜찮습니다.,,neutral,response,상대방의 질문에 대한 동의 또는 긍정의 표현
남희두,근데 그게 맞는 건가 뭐더라고. 그냥 하려고 했어요.,None,neutral,statement,"상대방의 행동에 대한 자신의 생각을 밝히고, 자신의 의도를 설명하는 발언."
이나연,"조금 미성숙했을 때 했던 말들, '넌 원래 그런 사람이야' 네가 그래서 안 돼 이런 말들도 제가 미성숙했을 때 했던 말들이거든요. 그 말이 거기 있었다는 거는 희도가 상처받았었기 때문에 이야기한 거잖아요.",남희두,negative,attention,과거에 남희두에게 했던 미성숙한 말들이 남희두에게 상처를 줬을 것이라는 언급을 통해 남희두에 대한 미안함을 간접적으로 표현하고 있다.
이나연,"제가 상처 줬던 말들이 조금 아팠고, 제가 아이도한테 사랑 표현했었던 거 그걸 보면서 그 당시에 제 감정이 또 생각났어요. 나도 이 노래를 많이 사랑했는데, 사랑해 누나 해도 저한테 누나라고 절대 안 하거든요?",남희두,negative,attention,"자신이 남희두에게 상처를 줬던 말과 아이도에게 사랑 표현을 했던 것을 보며 과거 감정을 떠올리고, 남희두가 자신에게 누나라고 부르지 않는 것에 대해 언급하며 서운함을 드러냄."
이나연,"그 사랑의 누나가 제가 받은 카톡인데, 태어나서 처음이자 마지막으로 한 말이었어요. 애교 부리면서 사랑해 누나 했는데, 제가 누나? 이러고 캡쳐!",None,positive,attention,"자신에게 애교를 부리는 상대방에 대한 호감을 드러내며, 캡쳐까지 했다는 자랑스러운 감정을 표현함."
이나연,그건 제 추억의 물건이거든요. 히드랑이 처음 헤어졌을 때 그 유니폼을 껴안고 엄청 울었어요.,남희두,negative,attention,남희두와 처음 헤어졌을 때의 힘든 기억을 떠올리며 슬픔을 표현하고 있다.
이나연,거기서 히도 냄새가 되어있어서 아직 뒤떨어요.,남희두,negative,attention,"남희두에 대한 부정적인 감정을 드러내고 있으며, 과거의 관계에서 벗어나지 못하고 있음을 암시합니다."
남희두,"제가 아카라카라고, 저희 학교 축제가 있는데, 저희 학교 팀 유니폼이 너무 귀했어요. 저희는 다들 갖고 싶어서 그거를 제가 선물로 줬었죠.",None,positive,event_description,"자신의 학교 축제와 관련된 긍정적인 경험을 이야기하며, 팀 유니폼을 선물로 준 것에 대한 만족감을 표현하고 있다."
이나연,"제 키링 지금 쓰고 있는 키링. 제 차를 재작년에 한번 바꿨는데, 그때 맞춰서 크리스마스 선물로 받은 거란 말이에요.",None,neutral,object_description,"자신의 키링에 대한 설명을 하고 있으며, 키링을 받게 된 계기를 설명하고 있다."
이나연,"근데 마침 제 차 케이스가 그냥 핑크색이었는데, 그건 아무 생각 없이 샀는데, 핑크색 키링을 갖고 와서 너무 마음에 들어해서, 희두가 준 거 중에 가장 만족합니다. 그리고 댄스 있었어요. 딱 차 바꾼 날, 커플링이 이렇게 두 개가 모여있는데, 그게 좀 슬픈 거예요.",남희두,positive,attention,"남희두가 준 핑크색 키링에 대한 만족감을 표현하며, 커플링을 보고 슬픔을 느낌."
이나연,"기분이 이상했어요. 저한테 커플링이 좀 의미가 남달라서, 저희는 사실 그거를 결혼 반지라고 생각했어요. 그냥 결혼할 줄 알았고, 또 워낙 오랜 기간 만나다가 맞춘 거기 때문에, 앞으로 그냥 이 반지로 평생 끼고 다녔어요.",남희두,negative,attention,커플링에 대한 의미를 설명하며 이별에 대한 슬픔을 간접적으로 드러냄.
이나연,"처음 헤어지고는 사실 끼고 다녔어요. 그냥 너무 어색하기도 하고, 한 달은 끼고 다녔던 것 같아요. 근데 어느 순간 그걸 끼고 있는 제 자신이 웃기더라고요.",None,negative,attention,"헤어진 후 반지를 끼고 다녔지만, 어느 순간 자신의 모습이 웃기다고 느낌."
이나연,"작년? 발렌타인 때, 제가 히또한테 처음으로 만들어줬어요. 태어나서 그냥 그런 걸 전 처음 만들어봤거든요. 하나도 안 먹었더라고요. 그래서 보면서 뭐야, 이거 왜 하나도 안 먹고 아껴놨어?",남희두,negative,attention,"이나연은 과거 발렌타인데이에 남희두에게 처음으로 직접 만든 초콜릿을 줬지만, 남희두가 먹지 않은 것에 대해 서운함을 느꼈다."
