speaker,text,target,sentiment,category,summary
남희두,"먹기 좀 아까워가지고, 먹는 것보다는 받는 데에 의미를 뒀기 때문에 포장하고 있었던 것 같아요.",None,negative,상황설명,선물받은 음식을 포장한 이유를 설명하며 아까운 감정을 드러냄.
이나연,한 번도 안 먹었냐?,None,neutral,question,음식 섭취 여부를 묻는 질문
이나연,아..,,neutral,no_category,"단순한 감탄사로, 특별한 감정이나 의도를 내포하지 않음."
이나연,맞네.,None,neutral,agreement,상대방의 말에 동의하는 발언.
이나연,이거 진짜 오래된다.,,neutral,none,"오래된 물건에 대한 언급으로, 특정 인물이나 감정을 드러내지 않음."
이나연,"다 썼어, 왜 안 버렸지?",None,negative,attention,미련이 남은 듯한 발언
이나연,"그리고 향수, 아, 향수는 또 야무지게 썼더라고요. 한 방울도 안 남긴 거 보고 되게 뿌듯했어요. 근데 그걸 왜 안 버렸을까요?",남희두,positive,attention,남희두가 향수를 남기지 않고 다 쓴 것에 대해 뿌듯함을 느낌. 향수를 버리지 않은 이유에 대해 궁금해함.
이나연,그것도 생각하게 되더라구요.,None,neutral,None,"상대방에 대한 감정이나 관계에 대한 생각을 드러내는 발언으로, 특정 대상이나 감정이 명확하지 않아 중립적인 표현으로 분류됨."
이나연,고마워 잘 지내가 그렇게 슬프죠.,None,negative,emotion_polarity,고맙지만 슬픔을 느끼고 있음
이나연,다 추억을 다 돌아보고 고마워 잘 지내려 보는데 끝난 느낌이었어요.,,negative,attention,"추억을 되돌아보며 고마움을 느꼈지만, 관계가 끝났음을 인지하고 있습니다."
이나연,어. 이 추억이 끝이구나 그런 느낌.,None,negative,attention,추억이 끝나는 것에 대한 아쉬움과 슬픔을 표현하는 발언
이나연,근데 그게 저는 휴두가 안 할 줄 알았어요. 이미 저랑 끝났다고 생각을 하면 안 할 줄 알았거든요? 개 성격상? 근데 한다고 해서 되게 놀랬고 그래서 조금 뿌! 좋았어요. 아직 나를 100% 잊은 건 아닌가?,남희두,positive,attention,"남희두가 자신과의 관계가 끝났다고 생각하면 다른 이성에게 호감을 표시하지 않을 줄 알았는데, 데이트 상대로 선택한 것에 놀랐고 좋았다는 발언. 아직 자신을 잊지 않았을까 하는 기대감을 드러냄."
남희두,전 처음 연락한 서버에서 감사합니다. 왜 연락이 왔지?,None,neutral,question,처음 연락한 서버에서 연락 온 이유에 대한 질문
남희두,뭐지? 싶었죠.,None,negative,불안,상대방의 행동에 대한 혼란스러움과 부정적인 감정을 표현함.
남희두,황당 그땐 별로 그렇게 감정이 참아서..,None,negative,emotion_polarity,과거 감정에 대한 회상에서 황당함이 느껴짐.
남희두,나연이만큼 마음에 가는 사람은 없었어요. 그만큼 마음을 연 거는 처음이잖아.,이나연,positive,attention,"이나연에 대한 호감과 애정을 표현하며, 처음으로 마음을 열었다고 언급함."
이나연,어느 순간 그런 생각이 들었어요. 그냥 나라는 사람이 싫은가?,None,negative,emotion_polarity,자신에 대한 부정적인 감정을 드러냄.
남희두,제가 잔소리를 좀 많이 하는 편입니다. 근데 저는 그게 도움이 되라고 저는 위한다고 생각하고 얘기하는 건데 우린 그냥 그런 사람이야.,None,negative,general,"자신이 잔소리를 많이 하는 편이며, 그것이 상대를 위한 행동이라고 생각하지만, 상대방은 그렇게 받아들이지 않는다는 내용."
남희두,나 크롬 말려 저랑 진짜 성격이 비슷하고 저랑 성향이 비슷했으면 진짜 싸울 일이 없지 않았을까?,None,negative,attention,"크롬과의 관계에 대한 아쉬움을 드러내며, 성격과 성향의 유사성이 갈등을 줄일 수 있었을 것이라는 가정을 함."
이나연,아예 저라는 사람을 좀 안 좋게 보는 느낌이었어요. 너는 나라는 사람이 있는 그대로 좋아질 수 없냐?,None,negative,갈등,"화자는 상대방이 자신을 안 좋게 보는 것 같다고 느끼며, 있는 그대로의 자신을 좋아해 줄 수 없는지에 대한 불만을 표현하고 있다."
남희두,"되게 서로 감정이 너무 상하고 더 이상 난 노력하고 싶지 않다라는 걸 들었어요. 근데 이거는 확실했어요, 더 이상 반복하고 싶지 않다.",None,negative,갈등,상대방과의 감정 소모에 지쳐 더 이상 노력을 반복하고 싶지 않다는 감정을 표현함.
남희두,"완전 100% 정리가 안 된다고 생각하니까 헤어지는 게 되면 깔끔하게 헤어지고 뭐 이런 기회가 왔으니까 다른 사람들 만나보고, 저는 충분히 많은 분을 열고 싶어요.",None,neutral,relationship,"남희두는 완전히 정리되지 않은 상태로 헤어지는 것을 원치 않으며, 다른 사람들을 만나볼 기회를 열어두고 싶어한다."
남희두,조언하고 싶지 않은데 감사합니다. 배달 온 거... 겪어본 사람이죠.,None,negative,갈등,배달 사건에 대한 불쾌감과 과거 경험에 대한 언급
이나연,네가 알아 봐라 ㅎㅎㅎ 빵 터졌어요. 너무 히도답다.,남희두,positive,attention,"남희두의 행동이 재미있고 웃기다는 감정을 표현하며, '히도답다'라는 언급을 통해 남희두에게 초점을 맞추고 있다."
이나연,싫은데 네가 겪어봐라. 되게 귀여웠어요 히도답고 응?,남희두,positive,attention,남희두에 대해 귀엽다고 언급하며 호감을 표현함.
이나연,이러고 히들을 만난다고?,남희두,negative,attention,남희두를 만나는 것에 대한 부정적인 감정을 드러냄
이나연,진짜 무서웠어요 엄청 울까봐. 제가 무서웠지만 기대돼서 빨리 가고 싶었어요.,None,복합적,감정 표현,화자는 무서움과 기대를 동시에 느끼며 복합적인 감정을 표현하고 있다.
이나연,영상 보고 어땠어?,None,neutral,question,상대방에게 영상 시청 후의 감상에 대해 질문하는 발화
남희두,너무..,None,None,None,"남희두의 짧은 발언으로 감정, 발화 유형을 판단하기 어려움"
이나연,응.,None,neutral,response,상대방의 말에 동의하거나 긍정하는 짧은 대답.
남희두,빨리 다른 사람 만나고 싶다던데?,None,negative,attention,질투 또는 불안감을 드러내는 발언
이나연,내가 그거 얘기할 줄 알았어. 어허 나도 내가 그 얘기 했는지 몰랐어.,None,중립,일반 대화,자신이 특정 이야기를 할 것을 예상했다는 내용의 발언.
남희두,너의 속마음이 나온 거지.,None,neutral,observation,상대방의 감정을 추측하는 발언
이나연,근데 그런 마음으로 나온 건 맞아 아롱 응.,None,neutral,none,상대방의 출연 계기를 확인하는 질문.
남희두,뭐라 하는 건 아니야.,None,neutral,statement,상대방의 말을 부정적으로 받아들이지 않겠다는 의사 표현.
이나연,난 웃겼어.,None,positive,emotion_polarity,화자가 긍정적인 감정을 드러냄.
이나연,해주기 싫은데?,None,negative,emotion_polarity,부정적인 감정이 드러나는 발언
이나연,만나면서 깨달아라.,,neutral,advice,만나면서 서로를 알아가라는 조언
남희두,네가 알아?,None,neutral,question,상대방의 인지 능력에 대한 질문
이나연,"응, 너무 웃겼어.",,positive,emotion_polarity,웃겼다는 긍정적 감정 표현
남희두,아 근데 그 맞는 말 아니야?,None,neutral,statement,상대방의 말이 맞는지에 대한 질문
이나연,그건 맞지? 그래서 나도 말해주지 말걸 했지 속으로 근데 나는 솔직히 말하면 엑스룸에서 너무 울 것 같아서 하루 종일 마음의 준비를 해놨어 효과가 있었어?,,negative,attention,엑스룸에 대한 불안감과 슬픔을 느낌. 전 연인(X)에 대한 간접적 언급이 있음.
남희두,그래?,,neutral,response,상대방의 말에 대한 단순한 동의 또는 확인 응답
이나연,감사합니다.,None,positive,gratitude,감사 인사를 표현함.
남희두,나는 올 일 없다고 생각해서 준비를 안 했는데 시청해주셔서 감사합니다. 봐가지고 오열을 했어.,None,negative,emotion_expression,자신이 출연한 방송을 보고 오열했다는 감정 표현
이나연,너 왜 이랬어?,None,negative,갈등,상대방의 행동에 대한 불만을 표현하는 발언
남희두,눈물이 막 나 너무 안 올리려고 했는데 감사합니다. 컴온 그러던데?,None,negative,emotion_polarity,"눈물이 난다는 감정적인 표현과 '감사합니다'라는 표현이 혼재되어 있어, 복합적인 감정을 나타내는 발언으로 보입니다."
남희두,왜 울어 또?,None,negative,눈물,상대방이 우는 것에 대해 질문하며 감정을 드러냄.
이나연,어?,None,neutral,reaction,상대방의 말에 대한 단순 반응
이나연,야 그런 말.. 금지! 금지! 금지! 하지마.,None,negative,command,상대방의 특정 발언에 대해 불쾌감을 표현하며 중단을 요구함.
이나연,"야, 우냐? 이러고 하지 마.",None,negative,갈등,상대방의 행동에 대한 불쾌감을 표현하며 갈등을 유발하는 발언.
이나연,근데 오늘 엑스룸 갔다 오고 나서 마음은 어때?,None,neutral,attention,엑스룸 방문 후의 심경을 묻는 질문
남희두,마음 아프지 왜 아픈데?,None,negative,emotion,상대방의 아픔에 대한 질문
남희두,"다 지나고 보면 서로 잘못을 잘 알고, 잘못도 다 알게 되고 그러는데, 그걸 이미 극복하고 그랬으면 여기가 없겠지? 우리가?",None,negative,갈등,과거의 잘못을 극복하지 못했음을 자각하며 관계에 대한 회의감을 드러냄.
이나연,"희두랑, 저는 사실 잘 맞던 커플은 아니에요. 약간 안 맞는 걸 사랑으로 극복한 느낌이라, 제가 봤을 땐 희도도 저 아직 사랑하는 마음이 남아 있을 거예요. 근데 왜 우린 안 될까?",남희두,negative,attention,"이나연은 남희두와 잘 맞지 않았지만 사랑으로 극복했다고 말하며, 남희두에게 아직 사랑이 남아있을 것이라고 추측하며 안타까워한다."
이나연,항상 왜 안 되지? 사랑하는데?,,negative,갈등,사랑하지만 관계가 잘 풀리지 않는 것에 대한 답답함과 괴로움을 토로함.
이나연,답답하네요.,None,negative,emotion_polarity,화자는 답답함을 느낀다고 표현하며 부정적인 감정을 드러냄.
남희두,"X 대화했잖아, 나에 대한 얘기할 때 말 다 해줬어?",None,negative,attention,전 연인과의 대화에서 자신에 대한 이야기가 충분히 전달되었는지 확인하려는 질문
남희두,오히려 좋았다는데? 너랑 얘기하고 좋은 얘기만 해줬어.,이나연,positive,호감,상대방과의 대화에 대한 긍정적인 감정 표현
남희두,무슨 무슨 얘기하겠어?,None,neutral,question,상대방과 어떤 이야기를 나눌지 묻는 질문
이나연,뭐..,None,neutral,none,무감정적인 반응
이나연,"기본적인 너의 취향들, 너한테 마음이 있는지 뭐라는데?",남희두,None,None,남희두가 자신의 취향이나 마음을 묻는 것에 대한 언급
이나연,마음이 나고 있다고 했어.,남희두,positive,attention,호감을 표현함
남희두,무슨 말임?,,neutral,question,상대방의 발언에 대한 이해를 묻는 질문
이나연,너한테 미련 있냐고 없진 않지 솔직히 없는 것 같던데? 나?,None,mixed,attention,"자신에게 미련이 있는지 묻는 질문에 솔직히 없지는 않다고 답하며, 상대방에게는 미련이 없는 것 같다고 언급함."
남희두,나?,None,neutral,self_reference,자신을 지칭하는 질문
이나연,그래? 어떻게 없어?,None,negative,불안,상황에 대한 부정적인 반응을 보이고 있다.
이나연,"아니 다른 사람 만나고 싶다고 했으니까 그것도 맞아 알아가는 단계인데, 그 알아가는 단계 응.",None,neutral,statement,다른 사람을 알아가는 단계에 있다는 발언.
남희두,잘 맞나던데 응? 잘 맞나던데?,None,neutral,relationship,상대방과의 관계에 대한 질문
이나연,너도.,None,positive,initiative,상대방에게 호감을 표현하며 대화를 시작하려는 발언.
남희두,응.,,neutral,response,상대방의 발화에 대한 단순한 동의 또는 확인 응답.
이나연,기분 나쁘냐?,None,negative,emotion_polarity,"상대방의 감정을 묻는 질문으로, 부정적인 감정을 내포할 수 있음"
남희두,응?,,neutral,response,상대방의 발언에 대한 단순 반응
이나연,난 답.,None,neutral,statement,자기소개
남희두,난 난 난.. 나쁜 것보다 아 난 들어볼 때 솔직히 말하면 괜찮은 줄 알았어 엄청 나도 견딜 수 있을 줄 알았어 다 알고 오는 거니까 이미 예당하고? 네.,None,negative,불안,상대가 나쁜 사람인 것보다 더 힘든 상황에 대한 불안감을 표현함.
남희두,와.. 앞에서 눈으로 보니까 묶여있는게 있는거야 처음에는 솔직히 괜찮았어요 첫날까지만 해도 외식한 날 그날 좀 본 것 같다 나도 엄청 질투가 갔거든 근데 나는 그 와중에 플러스 너가 너무 일부러 그랬어 맞아.,이나연,negative,갈등,질투심과 상대방에 대한 불쾌감을 드러내고 있다.
남희두,그냥 안 해도 되는 행동들을 하더라고요 옆에서 맞아 내가 유치하게 굴었지.,None,negative,불만,"상대방의 행동에 대한 불만을 표현하며, 자신의 유치한 행동을 인정함."
이나연,더 다른 사람이랑 잘 지내는 게 나 유치했지.,None,negative,attention,질투심을 드러내며 자책하는 발언
이나연,다른 사람이랑 괜히 더 말 많이 하고 그렇지? 나 여기서 엄청 적응 잘했다고 괜히 너한테 텃세 부리고 그니까!,남희두,negative,갈등,자신이 남들에게 텃세를 부리는 것 같다고 말하며 불편한 감정을 드러냄.
남희두,누나인 척 하던데?,None,negative,불만,상대방의 행동에 대한 불만을 표현함.
이나연,누나긴 해 내가 야 자꾸 나한테 야라 하지마. 너 거기서 야라고는 안 했어. 야라고 했어. 너 이러잖아. 그래서 자기도 당황해서 아. 왜 이렇게 동생 같지?,남희두,negative,attention,"남희두가 자신에게 '야'라고 부르는 것에 대한 불쾌감을 표현하며, 남희두의 행동에 대한 지적과 당황스러움을 언급함."
남희두,막 혼잣말하고 여러분 드신대요. 박수!,None,neutral,celebratory,혼잣말 후 다른 사람의 식사를 축하하는 발언.
이나연,집중! 집중! 집중! 마신 김에 임페리얼 한 번 봐.,,neutral,instruction,임페리얼을 보라고 지시함.
남희두,왜 끊으세요?,None,negative,불만,"상대방에게 통화를 끊는 이유를 묻는 질문으로, 불만을 표현하고 있다."
이나연,어린 놈의 자식이오?,None,negative,불만,상대방에 대한 불만을 표현하는 발언
남희두,미안.,None,negative,apology,미안하다고 사과하는 발언
이나연,맞아.,None,neutral,response,상대방의 말에 동의하는 긍정적인 반응
남희두,근데 다들 내 엑스가 너라고 생각 못 해. 어..,이나연,중립,attention,다른 사람들은 나의 전 연인이 너라고 생각하지 못한다는 발언.
이나연,누구를 생각해 그럼?,None,neutral,question,상대방에게 생각하는 대상이 있는지 묻는 질문
남희두,다 다른 사람이라고 생각하는데? 그래도 난 또 재밌어.,None,positive,feeling,출연진의 행동에 대한 재미를 느낌.
이나연,근데 나도 너 오기 전까지 사람들이 나한테 내 엑소 확신한대.,,중립,전 연인 관련 언급,자신이 엑스와 재회할 것이라는 주변의 추측을 언급함.
이나연,무조건 이 사람이래.,None,neutral,assertion,특정 인물을 지칭하는 발언
이나연,내가.. 당황한 척 했지.,None,None,None,자신이 당황한 척 연기했음을 언급함.
이나연,아 노래 아니야!,,neutral,statement,노래가 아님을 강조함
이나연,일부러 더 당황한 척 했지?,None,negative,attention,상대방의 행동에 대한 의심을 드러내는 발언
남희두,어제 데이트 하는데도 어제는 지현이랑 데이트 했거든.,None,중립,상황설명,어제 데이트 상대로 이지현이 있었음을 언급함.
남희두,채연이가 넌지는 모르는 것 같더라. 딱 누구 같아요라고.,None,neutral,observation,채연이 특정 인물에 대해 묻는 상황을 언급함.
이나연,채연 언니라고 생각하다.,,neutral,attention,채연을 언급함.
남희두,"둘이 같이 들어가서 뭔가 느낌이, 내 느낌이 나 생각도 그래.",None,neutral,observation,두 사람이 함께 들어가는 모습에 대한 주관적인 느낌을 표현함.
남희두,아 어제 내가 데이트를 했잖아. 네.,None,neutral,event,어제 데이트를 했다는 사실을 언급함.
남희두,지현이가 22살이다 보니까 나 솔직히 편견을 갖고 좀 그냥 동생이라고 생각하고 좀 대했거든.,None,negative,attention,지현을 어리게 보고 동생처럼 대한 것에 대한 언급
이나연,응.,None,neutral,response,상대방의 말에 동의하거나 긍정하는 짧은 대답.
남희두,근데 생각보다 뭐..,None,neutral,none,상대방에 대한 평가를 시작하려다 중단한 발언
남희두,생각이 깊더라.,None,neutral,observation,상대방에 대한 관찰 내용을 진술함.
남희두,시청해주셔서 감사합니다. 대화하고 그러다 보니까 좋았어?,None,positive,관계 형성,상대방에게 긍정적인 감정을 표현하며 관계를 확인하려는 발언
남희두,비꼬는 게 아니라 진심으로 솔직히 안 괜찮은 줄 알았어.,None,negative,갈등,"상대방의 상태에 대한 걱정을 표현하며, 좋지 않게 생각했음을 언급하는 발언"
남희두,그냥 해도 별로였을 줄 알았어.,None,negative,불만,상대방의 행동에 대한 불만이나 부정적인 예상
이나연,근데 좋았어?,None,positive,emotion_polarity,상대방의 상태나 감정에 대한 긍정적인 질문
남희두,근데 의외였어. 감사합니다.,None,positive,gratitude,상대방에게 고마움을 표현하는 발언
남희두,아무렇지도 않을 줄 알았는데 그랬어서 만약에 밖에서 그냥 사정에 봤으면 더 편하게 만날 수 있어 있을 것 같은 사람이었어.,None,negative,attention,전 연인에 대한 미련이 남아있음을 간접적으로 드러냄.
이나연,편하게 마음을 열고 어...,,neutral,None,화자가 편안한 분위기를 조성하려 노력하는 발언
남희두,여기서 만나는 것보다 밖에서 만나는 게 더 좋았을 것 같다는 생각이 들었지.,None,negative,불만,밖에서 만나는 것이 더 좋을 것 같다는 생각에 대한 발언
이나연,만나봐.,None,neutral,initiative,상대방에게 만남을 제안하는 발언.
이나연,행복하게 잘 만나 뭐? 행복하게 지내야지 잘 만나고 새로운 사람들 만나야지 말. 똑바로 해 왜 무슨 행복하게 만났는데 뭐야 말 그대로지 눈치 보지 말고 하던 대로 하라고 자존감이야?,None,negative,갈등,"상대방의 어눌한 표현에 불만을 느끼며 똑바로 말하라고 지적하고, 눈치 보지 말고 하던 대로 하라고 말하며 자존감 문제를 언급함."
이나연,약간 다른 사람을 품은 게 느껴졌어요.,None,negative,attention,상대방에게 다른 사람을 품은 것 같다고 느끼는 감정을 표현함.
이나연,좀 실감이 안 났어요 사실 희도 마음에 다른 여자가 들어간 걸 본 적이 없으니까 에휴. 이 자식 근데 휘뚜가 원래 어린 사람 안 좋아하는데 지현이는 성숙한가 봐요.,남희두,negative,attention,"남희두의 마음에 다른 여자가 들어간 것에 대한 충격과 질투, 그리고 남희두의 취향 변화에 대한 언급"
이나연,그래서 좀 슬펐어요.,None,negative,emotion_polarity,화자는 슬픔을 느꼈다고 표현함.
이나연,지현이가 부럽기도 하고 어떤 삶을 살았기에 저렇게 성숙한가 감사합니다.,,positive,gratitude,지현의 성숙함에 대한 부러움과 감사.
이나연,응원할게.,None,positive,support,상대방을 응원하는 발언
남희두,진심으로는 아니고 말로만 ㅎㅎㅎ 아니 근데 너도 뭐 데이트하고 잘 하더만 근데 나 좋아. 어! 그게 좋으니까 계속 문자도 잘 하는 것 같던데 보니까 나 좋아.,이나연,positive,attention,"남희두가 이나연에게 호감을 표현하며, 이나연이 자신을 좋아하는 것 같다고 말함."
이나연,근데 새로운 사람 만나서 엄청 설레고 좋았어.,None,positive,emotion_positive,새로운 사람을 만나 설레고 좋았다는 긍정적 감정 표현
남희두,아 설лект어?,None,negative,불만,상대방의 태도에 대한 불만을 표현함.
이나연,설лект어 진짜 설레 수밖에 없는 환경이었어 누군지는 모르니까 좋은 사람이었고 그래서 설лект인데 너 생각도 엄청 많이 났지?,None,positive,attention,"상대방에 대한 호감을 표현하며, 동시에 '너'에 대한 생각도 많이 났음을 언급하고 있다."
남희두,음.,None,neutral,response,남희두의 단답형 응답.
남희두,난 너가 완전 신경 안 쓰는 줄 알았지?,이나연,negative,attention,상대방이 자신을 신경 쓰지 않는다고 생각했던 것에 대한 서운함을 드러냄.
이나연,진짜 마음에 들어 하는구나 라고 생각했는데 알아보고 싶은 마음은 있었지 근데..,None,neutral,attention,상대방에 대해 알아보고 싶은 마음이 있었다고 언급함.
이나연,일주일이랑 4년이랑 비교가 되냐?,None,negative,불만,상대방의 비교에 대한 불만을 표현하는 발언.
이나연,내가 지금 마음 가는 사람이 있긴 하거든? 하거든?,None,neutral,confession,현재 마음이 가는 사람이 있음을 간접적으로 언급함.
남희두,네.,,neutral,response,상대방의 발화에 대한 단순 응답
이나연,근데 너한테 마음도 커 갑자기 아니야?,None,positive,attention,상대방에 대한 호감이 커지고 있음을 표현하는 발언
이나연,"데이트할 때 설렘이랑 질투 중에 질투가 더 커, 미칠 것 같아.",None,negative,emotion_polarity,질투라는 부정적인 감정을 강하게 드러내고 있다.
남희두,"그걸 동시에 느끼니까 그 정도로 그래도 마음에 들긴 하나, 보다 신기하네.",None,positive,attention,상대방에 대한 호감을 표현하며 신기함을 느낌.
남희두,왜 울어? 왜 울어?,None,negative,attention,상대방의 울음에 대한 걱정 또는 안타까움을 표현하는 발언
이나연,솔직히 여기 와서 내 자신이 싫어.,None,negative,emotion_polarity,자신에 대한 부정적인 감정을 표현함.
남희두,너 자신 있었다고?,None,neutral,question,자신감에 대한 질문
이나연,"솔직히 데이트 나도 하고 안 오고, 질투하는 내 모습이 싫고, 응원해주겠다고 해놓고 질투하는 게 너무 짜증나.",남희두,negative,불만,상대방의 행동에 대한 불만과 질투하는 자신에 대한 짜증을 표현함.
이나연,"근데 엄청 질투나, 엄청.",None,negative,attention,화자는 질투를 느낀다고 직접적으로 표현함.
남희두,그럼 뭐지? 감사합니다.,None,positive,gratitude,감사 인사를 표현함.
남희두,질투가 난대요.,None,negative,attention,질투라는 부정적 감정을 드러냄.
남희두,저는 제가 느끼기에는 재밌게 놀고 당연히 만나러 왔으니까 뭔데? 갑자기 미련이 있다.,None,negative,attention,상대방이 자신에게 미련이 있다고 갑자기 말하는 것에 대한 당황스러움과 불쾌감을 드러냄.
이나연,"그래서 저는 사실 혼란스러워, 혼란스럽고 멋있지 않았어요, 속상하다고 말했어야 질투 난다고 근데 희선이는 몰랐더라고요. 질투 나는 줄 몰랐대요. 제가 너무 다른 분이랑 잘 지내니까.",None,negative,attention,"이나연은 혼란스럽고 속상한 감정을 느끼며, 다른 사람과 잘 지내는 모습 때문에 질투를 유발했다는 사실을 희선이 몰랐다는 것에 대해 이야기하고 있다."
이나연,근데 저도 어떻게 마냥 잘 지내요. 잘 지내는 척 하는 거지.,None,negative,self_disclosure,화자는 겉으로는 잘 지내는 척하지만 실제로는 그렇지 않다고 고백하며 힘든 감정을 드러내고 있다.
남희두,그 사람 왜.. 설레고 좋았어 누군지 모르겠지만 봐야 되나?,None,positive,attention,누군가에게 설렘과 호감을 느껴 그 대상을 확인하고 싶어함.
남희두,말하기 싫으면 말 안 해도 되지 따뜻해 음.,None,neutral,comfort,상대방의 의사를 존중하며 따뜻함을 표현하는 발언
남희두,여보다?,None,neutral,question,상대방에게 본인인지 확인하는 질문
이나연,"결이 달라. 오옹, 너는 속이 알고 볼수록 따뜻한 사람이고, 그 사람은 대놓고 따뜻하고 음.",남희두,positive,mention_other,남희두에 대해 '속이 따뜻한 사람'이라고 칭찬하며 호감을 표현하고 있다.
이나연,"근데 진짜 좀 혼란스러워, 뭐가 흘렀더라? 너랑 같이 있으니까 그 사람이랑 같이 있으니까 내가 그냥 같은 집에 있으니까 감정이 혼란스럽다고 데이트하고 와서 즐거운데, 널 보고 질투가 나나 응원해줄 마음은 없었어?",남희두,negative,emotion_polarity,"혼란스러운 감정과 질투심을 표현하며, 복잡한 심경을 드러냄."
이나연,100% 응원은 못하겠는데?,None,negative,불안,100% 응원은 못하겠다고 말하며 불안감을 드러냄.
남희두,행복했으면 좋겠다며?,None,neutral,question,상대방에게 행복을 바라는 마음이 있는지 확인하는 질문
이나연,행복했으면 좋겠는데?,None,positive,emotion_polarity,상대방의 행복을 바라는 감정을 표현함.
남희두,그게 행복할 것 같지 않아?,None,positive,emotion_polarity,상대방의 행복을 기대하는 긍정적 발언
이나연,어떻게 돼?,,neutral,none,상황에 대한 질문
이나연,그래도 내 옆에 있는 게 제일 행복할 거야.,None,positive,emotion_polarity,자신의 옆에 있는 것이 상대방에게 가장 큰 행복을 줄 것이라는 긍정적 감정 표현
이나연,너가 마음에 가는 사람?,None,positive,attention,호감을 표현하는 질문
이나연,그 사람을 향한 마음이 어느 정도 말해야 돼?,None,불안,관계,상대방에게 마음을 어느 정도 표현해야 할지 고민하는 발언
남희두,나는 좀 마음 연 상태로 지내봐야 알 것 같아.,None,neutral,relationship,마음을 열고 지내봐야 알 것 같다는 발언
남희두,왜 또 울어?,None,negative,attention,상대방이 우는 것에 대한 언급을 통해 부정적인 감정을 드러냄.
이나연,쉬고 있어. 좀 울고 올게. 아니야 여기서 좀 울고 올게 사실.,None,negative,emotion_expression,이나연이 슬픔을 느껴 눈물을 흘리려 함.
남희두,너가 울면 나 아무것도 못해.,None,negative,관계,상대방의 감정에 대한 취약성을 드러내며 공감 능력을 어필하는 발언.
이나연,안녕.,,neutral,greeting,평범한 인사말
남희두,너 울면 반칙이야. 긴장.,None,negative,갈등,상대방이 울면 안 된다고 말하며 긴장감을 드러냄.
남희두,"심지어 너가 우는 거면 나 때문에 우는 건데, 내가 울리는 거잖아.",None,negative,상처/갈등,상대방이 우는 이유가 자신 때문이라는 자책과 미안함이 드러나는 발언
이나연,안 올리면 되지 않나?,None,negative,불만,상황에 대한 불만을 표현하는 발언
이나연,그럼 좋은디!,None,positive,emotion_polarity,상대방의 의견에 동의하며 긍정적인 감정을 표현함.
이나연,"엑스룸도 다녀오고, 대화도 하고, 제 마음을 스스로 많이 확인했어요. 확실한 미련이 있다. 난 이도가 아니면 아직 안 될 것 같다는 생각이 들었어요. 사실 솔직히 너무 만나고 싶어요.",남희두,positive,attention,"전 연인(X)에 대한 미련과 그리움을 표현하며, 재회에 대한 강한 의지를 드러냄."
이나연,"근데 그러면 안 될 것 같고, 가.. 오.. 반복하지 않고 싶고, 이렇게까지 했는데 만났다가 헤어지면 다음은 어떡하지? 그리고 서로가 너무 잘 알아요. 우리가 안 된다는 것.",남희두,negative,attention,"재회에 대한 불안감과 관계의 어려움을 토로하며, 관계가 잘못될 경우에 대한 걱정을 표현하고 있다."
남희두,바람 좀 쐬면 안 돼요?,None,neutral,relationship,남희두가 상대방에게 바람을 쐬러 가도 되는지 묻는 발언
남희두,얼굴 보고 막 못하겠어요. 능동하게 얼굴 보는 게 힘들어요.,None,negative,difficulty,얼굴을 직접 보고 이야기하는 것에 어려움을 느낌.
