speaker,confidence,text,target,sentiment,category,summary
정규민,,뭘 보고 왔으려나?,,neutral,speculation,정규민이 데이트 상대로 선택한 사람이 무엇을 보고 왔을지 궁금해하는 발언
성해은,,"우리 추억이 담겨있는 사진이나 물건들이나 그런 것들 다 담겨있는 방이 있었고, 그리고 두 번째에서는 너가 인터뷰 때 나에 대해서 한 말들",정규민,negative,attention,"과거 회상과 인터뷰 내용에 대한 언급을 통해 정규민과의 관계에서 느꼈던 감정을 상기하며, 복잡한 심경을 드러냄."
정규민,,영상을 본 거야?,,neutral,general,정규민이 상대방에게 영상을 봤는지 질문함
성해은,,"지금 내 눈앞에 있는 모습이랑 너무 다르게 행복했었더라고, 근데 너가 했던 아픈 말들도 남겨있더라.",정규민,negative,emotion_polarity,"과거의 행복했던 모습과 현재의 괴리감, 그리고 상대방으로부터 받은 상처에 대한 언급을 통해 부정적인 감정을 드러냄."
정규민,,음..,,neutral,none,"정규민의 단독 발화로 감정, 대상, 의도 파악이 어려움"
정규민,,거기서 틀고 왔구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 거기서 틀어놓고,,neutral,no emotion,상대방의 행동에 대한 언급.
성해은,0.95,나 잠긴 적이 없었어 알아?,,neutral,fact,자신의 경험에 대한 사실을 전달하는 발언
정규민,,뭐 모르지,,neutral,uncertainty,정규민은 불확실성을 표현하는 발언을 했다.
성해은,,모르고 관심이 없는 것 같더라고,,negative,negative_emotion,상대방이 자신에게 관심이 없는 것 같다고 말하며 부정적인 감정을 드러냄.
성해은,,너 왜 이렇게 나를 모른 척하냐?,,negative,emotion_polarity,"성해은이 상대방에게 서운함을 표현하며, 자신을 모른 척하는 것에 대한 불만을 드러냄."
정규민,,"아니, 모른 척 안 하고 싶었는데,",,negative,갈등,"정규민은 상대방을 모른 척하고 싶지 않았지만, 상황이 여의치 않았음을 간접적으로 드러내며 갈등 상황에 대한 언급을 하고 있다."
성해은,,"너 나 다 같이 있을 때 시선도 안 주고, 그냥 모르는 사람보다도 못하게 나 대하잖아,",정규민,negative,emotion_polarity,상대방이 자신을 모르는 사람보다 못하게 대하는 것에 대한 서운함과 불만을 표현하고 있습니다.
성해은,,그냥 약간 안 친한 느낌으로,,neutral,relationship,"현재 관계가 친밀하지 않다고 언급하며, 거리를 두고 있음을 시사."
성해은,,티나 그렇게까지 나한테 거리를 둘 이유가 없었잖아.,,negative,emotion_polarity,상대방이 자신에게 거리를 두는 것에 대한 서운함과 답답함을 표현함.
정규민,,거리는 뒀지 뭐.. 그렇게 막 살갑게 할 수는 없었지,,negative,갈등,정규민은 상대방과 거리를 두며 살갑게 대하지 못했다고 말함.
성해은,,신경은 쓰였어?,정규민,negative,emotion_expression,정규민에 대한 신경 쓰이는 감정을 표현함
정규민,,신경 당연히 쓰이지 신경 쓰이니까 차갑게 못 하지.,,negative,emotion_polarity,정규민은 신경이 쓰여 차갑게 대하지 못한다고 말하며 부정적인 감정을 드러냄.
성해은,,나 안 들어왔을 때 어땠어?,,neutral,attention,성해은이 자신(성해은)이 자리에 없을 때의 상황에 대해 질문하며 상황에 대한 관심을 드러냄.
성해은,,다음 날도 안 들어오고 그 다음 날도 안 들어왔잖아.,정규민,negative,attention,"정규민이 며칠 동안 집에 들어오지 않은 것에 대한 언급으로, 정규민에 대한 부정적인 감정을 드러냄."
정규민,,"그래서 되게 궁금하긴 했어 언제 들어오는 거지 하면서,",,neutral,attention,정규민은 상대방이 언제 들어오는지 궁금해하며 관심을 표현하고 있다.
성해은,,그게 원래 예정된 게 14일에 들어가는 거 였거든,,neutral,none,일정에 대한 언급
정규민,,나도 너가 14일에 들어올 거라고 생각했었어.,,neutral,none,정규민은 상대방이 14일에 입주할 것이라고 예상했음을 밝히는 발언을 했다.
성해은,,진짜?,,neutral,uncategorized,"성해은의 '진짜?' 발언은 감정이나 특정 대상에 대한 관심이 드러나지 않는 일반적인 반응으로, 특별한 의도나 감정적 함의를 포함하지 않습니다."
정규민,,야옹 내 생일이었잖아 그래가지고 그냥 내 생일 아는 사람이 한 명 들어오겠구나라고 생각했었어.,,negative,attention,"정규민은 자신의 생일에 대해 언급하며, 누군가 한 명이라도 자신의 생일을 알아주길 바랐던 서운한 감정을 드러냈다."
정규민,,안 들어와서 놀라게 됐었지.,,neutral,none,정규민은 상대방이 들어오지 않아 놀랐던 경험을 언급하고 있다.
정규민,,같이 들어왔으면 달랐을 것 같은데 타이밍이 좀 늦었던 것 같아요.,,negative,attention,"정규민은 같이 들어왔으면 결과가 달랐을 것이라며, 시기가 늦은 것에 대한 아쉬움을 표현한다."
정규민,,"혜은이가 제가 다른 사람이랑 잘 지내는 걸 보면서 더 그러는 것 같고, 저도 다른 사람이랑 잘 지내고 있는데, 혜은이가 그렇게 하니까 부담스럽고, 너는 선물도 사놓고 편지도 해놓고 있었으면 되게 서운했겠다.못들어가서.",성해은,negative,관계,"정규민은 성해은이 다른 사람과 잘 지내는 모습을 보며 질투심을 느끼는 것 같다고 생각하며, 성해은의 행동이 부담스럽다고 느낀다. 또한, 김지연이 선물을 준비하고 편지를 썼음에도 불구하고 데이트에 참여하지 못해 서운했을 것이라고 추측한다."
성해은,,너무 아쉬웠지. 그냥 너한테.,정규민,negative,emotion_polarity,화자는 상대방에게 아쉬움을 표현하며 부정적인 감정을 드러냄.
성해은,,선물이고 싶었어.,,negative,emotion_polarity,자신이 선물이 되지 못했다는 아쉬움을 표현하며 부정적인 감정을 드러냄
성해은,,"너가 반길진 모르지만, 그냥 너한테 선물처럼... 짜잔하고 기쁘게 나타나고 싶었어.",정규민,positive,initiative,상대방에게 기쁨을 주고 싶어 하는 마음을 표현하며 적극적으로 다가가려는 의지를 드러냄.
성해은,,음.,,neutral,none,단순 응답
성해은,,난 이 시간을 되게 기다렸거든.,,positive,emotion_polarity,화자는 이 시간을 기다렸다고 말하며 긍정적인 감정을 드러냄.
성해은,,그게 딱 일주일 만에 오네.,,neutral,none,특별한 감정 표현이나 관계에 대한 언급 없이 단순히 시간이 경과했음을 나타내는 발언입니다.
Unknown,0.0,음..,,neutral,none,Unknown 화자가 짧게 응답함.
성해은,,너는 나랑 친해지려고 생각은 하고 있었어?,,neutral,question,상대방이 자신과 친해지려고 생각했는지 묻는 질문.
정규민,,조금씩,,neutral,unclassified,특별한 감정이나 의도를 드러내지 않는 발언입니다.
정규민,0.9,조금씩 음.,,neutral,none,정규민의 짧은 대답.
성해은,,진짜.. 안 우는 날이 없다.,,negative,emotion_polarity,매일 우는 날이 반복된다는 말에서 부정적인 감정이 드러난다.
성해은,,"너는 모르고 알 길도 없고, 알려 하지도 않고 혼자 울고 있는 게 너무 외롭더라고.",,negative,emotion_polarity,혼자 울고 있는 상황에 대한 외로움을 표현하고 있습니다.
성해은,,"제가 계속 말했어요. 규민이는 얘기는 해주지 않아서 아쉬웠는데, 계속 손을 긋는 대답과 표정과 말투여서 말은 안했어요. 행복만은 안 했어.",정규민,negative,emotion_polarity,"규민이가 자신에게 이야기를 해주지 않아 아쉬웠고, 규민이의 부정적인 태도 때문에 말을 걸지 못했으며, 행복하지만은 않았다고 말함."
성해은,,이제 내가 울어도 손을 뻗어주지 않네.,,negative,emotion_polarity,"화자는 슬픔과 상실감을 표현하며, 과거에는 위로를 받았지만 이제는 그렇지 못하다는 감정을 드러냄."
성해은,,"넌 지금도 그렇고, 지금까지도 그렇고, 나를 안 보내.",정규민,negative,emotion_polarity,화자는 상대방이 자신을 놓아주지 않는 것에 대해 부정적인 감정을 드러내고 있다.
정규민,,"그렇게 우는 어떡해 봐. 혜은이랑 계속 같이 있으면 아련한 눈빛 보내고, 막 계속 나 좀 봐줘 하는 게 너무 보여서 쉽지 않더라고요. 마음이 확실히 그냥 제가 누군가한테 호감이 지금 가니까 그런 해은이의 스탠스가 부담스러운 것 뿐이에요.",성해은,negative,불안,정규민은 성해은과 함께 있을 때 보이는 성해은의 아련한 눈빛과 자신을 봐달라는 태도가 부담스럽다고 느낀다. 현재 다른 사람에게 호감이 있기 때문에 성해은의 태도가 더욱 부담스럽게 느껴진다.
정규민,,"안 울면 못 개, 안 울면",,negative,emotion_expression,정규민이 울지 않으면 안 된다는 상황에 대한 부정적인 감정을 표현하고 있습니다.
정규민,,안 울면 본다니까 이제 안 우는 거야?,,neutral,none,정규민이 상대방에게 울지 않는 이유를 묻는 질문.
성해은,,응. 안 울잖아.,,negative,emotion_polarity,자신이 울지 않는다는 것을 언급하며 부정적인 감정을 드러냄.
정규민,0.9,진작 얘기할 걸 그랬네.,,후회,후회,정규민이 과거에 어떤 이야기를 하지 않았던 것에 대해 후회하는 발언이다.
성해은,,여기서 마음에 드는 사람은 있어?,,neutral,attention,"성해은이 마음에 드는 사람이 있는지 질문하는 발화로, 특정 인물에 대한 관심 여부를 묻고 있다."
정규민,,그치,,neutral,agreement,상대방의 말에 동의하는 표현입니다.
성해은,,계속 문자 오잖아. 속마음 선택하는 거 음. 그래서 너가 계속 선택하지 않았다는 문자가 나한테 오잖아 ㅎㅎㅎㅎㅎ.,,neutral,general,속마음 선택 관련 문자를 언급하며 상대방의 선택 여부에 대해 이야기함.
성해은,,내표는 어디로 갔을까?,,neutral,none,표의 행방에 대한 의문
정규민,,어디로 갔을 것 같아?,,neutral,unknown,상대방의 행선지에 대한 질문
성해은,,살짝 말해도 돼?,,neutral,initiative,"상대방에게 말을 걸기 전에 허락을 구하는 발언으로, 소극적인 태도로 대화를 시작하려는 의지를 드러냄."
성해은,0.95,아니 말 하지마,,negative,negative,상대방에게 말을 하지 말라고 하는 부정적인 발언.
성해은,,그래도 너는 첫 번째 데이트를 했던 사람한테 호감을 느끼고 그 마음이 변하지 않고 계속해서 가고 있지 않을까 생각은 해.,정규민,positive,attention,첫 번째 데이트 상대(정규민)에 대한 호감이 지속될 것이라는 추측을 나타냄.
정규민,,그런 생각이 나를 올곧이 유지하는 사람 아니야.,,negative,negative_self_perception,자신이 올곧지 못하다고 생각하며 자존감이 낮아지는 발언
성해은,,그 표가... 항상 같은 곳일지 다른 곳일지 그것도 궁금하다.,,curiosity,attention,"성해은은 데이트 장소가 항상 같은 곳일지, 아니면 다른 곳일지에 대한 궁금증을 표현하며 장소에 대한 관심을 보이고 있다."
성해은,,"근데 확실한 건 나한테는 단 하루도 보낸 적이 없고 앞으로도 보내지 않을 것이고, 이거는 뚜렷한 것 같아.",정규민,negative,emotion_polarity,정규민이 자신과 시간을 보내지 않을 것이라는 생각에 대한 부정적 감정을 드러냄.
성해은,,그치?,,neutral,uncategorized,"대화의 동의나 확인을 구하는 발화로, 감정이나 특정 대상에 대한 언급이 없어 감정 분류 및 대상 지정을 생략함."
정규민,,사실 저는 굉장히 달갑지 않은 상황이었죠.,,negative,emotion_polarity,정규민은 당시 상황이 달갑지 않았다고 말하며 부정적인 감정을 드러냄.
정규민,,근데 어쨌든 지금 제가 더 신경이 쓰이고 더 마음이 가는 거는 해은이는 아니거든요.,성해은,negative,emotion_polarity,정규민은 현재 성해은에게 마음이 가지 않는다고 직접적으로 언급하며 부정적인 감정을 표현하고 있다.
정규민,,"그래서 저는 최대한 제가 신경을 안 쓰는 게, 제가 지금 마음을 주고 있는 사람한테도 맞다고 생각을 하거든요.",,positive,emotion_polarity,현재 마음을 주고 있는 사람에 대한 배려를 언급하며 긍정적인 감정을 표현함.
성해은,,여기서 인기도 되게 많으신 것 같던데,,neutral,none,성해은이 상대방의 인기에 대해 언급하는 발언
정규민,,인기없어,,negative,self-deprecation,자신이 인기가 없다고 자조적으로 말함.
성해은,,나 입주한 바로 다음날 월요일에 너가 데이트 나갔잖아.,정규민,negative,attention,"정규민의 과거 데이트에 대한 언급으로, 질투나 서운함이 느껴질 수 있음"
성해은,,"그냥 그게 되게 너무 처음 보는 장면이고 모습이라서, 음..",,neutral,general,처음 보는 모습에 대한 감상.
성해은,,난 그 테마가 뭔지 알고 있었어. 너의 테마가,,neutral,unknown,상대방의 테마에 대해 알고 있었다는 발언.
성해은,,"아, 그래?",,neutral,response,상대방의 말에 대한 단순한 반응.
성해은,,"가는 모습을 지켜볼 수 밖에 없는 아무 말 할 수 없는 나도 슬펐고, 너무 내가 무력해지더라고.",,negative,emotion_polarity,성해은은 가는 모습을 지켜볼 수밖에 없는 자신에 대한 무력감과 슬픔을 표현했다.
성해은,,"재밌었어, 그래서?",,positive,general,재미있었다는 긍정적 감정을 표현함
정규민,,그때?,,neutral,attention,"정규민이 과거를 간접적으로 언급하며, '그때'라는 표현을 사용했다."
성해은,,나랑 갔던..,정규민,neutral,attention,"과거에 함께 했던 경험을 간접적으로 언급하며, 특정 대상과의 관계를 상기시키는 발언"
성해은,,갔었던 데잖아,정규민,neutral,attention,"과거에 함께 방문했던 장소에 대한 언급으로, '정규민'과의 관계를 상기시키는 발언이다."
성해은,,토킹룸에서부터 되게 절망적이었어.,,negative,emotion_polarity,토킹룸에서의 경험이 절망적이었다고 말하며 부정적인 감정을 드러냄.
성해은,,"한 사람이 끝나니까, 난 집에 갈 줄 알았는데, 두 번째 시작됩니다. 이렇게 해서 또 마음이 무너졌었던 것 같아요.",,negative,emotion_polarity,마음이 무너졌다는 언급을 통해 부정적인 감정을 표현함.
성해은,,"그냥 다들 나랑 얘기를 안 해봐서, 얘 얘기가 하고 싶었나봐,",정규민,negative,attention,다른 사람들이 자신과 정규민에 대한 이야기를 나누고 싶어하는 것 같다는 발언에서 서운함을 드러냄.
성해은,,데이트할 때 여자들이 토킹룸 얘기 안했어?,,neutral,question,데이트 중 다른 여성 출연자들이 토킹룸에 대해 언급했는지 묻는 질문
정규민,,응 뭐 그런건 못 들었어,,neutral,none,들은 바가 없다는 진술
성해은,,내가 다 거짓만,,negative,emotion_polarity,자신이 거짓말만 한다고 자책하며 부정적인 감정을 드러냄.
정규민,,"아, 그런 거 들었지.",,neutral,none,들은 내용에 대한 인지 표현
성해은,,"아, 그래? 어떻게 들었...",,neutral,uncategorized,상대방의 말을 듣고 어떻게 들었는지에 대한 질문에 대한 반응
정규민,,여사친이 많고..,,neutral,relationship,정규민이 자신의 여자 사람 친구가 많다는 사실을 언급함.
성해은,,영향이 있었군!,,neutral,none,"성해은이 어떤 영향이 있었음을 언급했지만, 구체적인 감정이나 대상이 드러나지 않아 중립적인 발언으로 분류됨."
정규민,,"1년 동안 연애했고, 뭐 이런 거 들었지.",,neutral,attention,"정규민은 과거 연애 경험에 대해 언급하며, 1년 동안 연애했다는 정보를 전달했습니다."
성해은,,그래? 너 아니야 했어?,,neutral,none,상대방의 말에 대한 놀라움을 표현하는 질문
정규민,,그냥 너가 잘못된 정보를 많이 들었을 수도 있다 그랬지,,neutral,statement,정규민은 상대방이 잘못된 정보를 들었을 가능성을 언급하며 상황을 중립적으로 전달하고 있다.
성해은,,그래. 그런 거 왜 말해?,,negative,negative,상대방의 말에 대한 불쾌감을 드러내는 발언
정규민,,말해줄 수 있지,,neutral,none,"상대방에게 질문이나 요청을 하기 전에 허락을 구하는 발언으로, 특별한 감정이나 관계적 의도를 드러내지 않습니다."
성해은,,왜 말하냐?,,negative,negative,상대방의 말에 대한 불쾌감을 드러내는 발언
정규민,,너한테 얘기했으니까,,neutral,none,상대방에게 말을 건네는 상황.
성해은,,그걸 또 해명하고 싶었나 보다?,,negative,attention,"상대방의 행동에 대한 부정적인 감정을 드러내며, 해명에 대한 언급을 통해 불쾌감을 표현함."
정규민,,왜 1년이라 했어?,,중립,질문,상대방에게 특정 기간을 언급한 이유를 묻는 질문
성해은,,"절대 지켜, 6년.",,neutral,neutral,"6년이라는 기간을 강조하며, 무언가를 지키겠다는 의지를 드러냄."
성해은,,"그 사실을 절대 알리고 싶지 않았어,",,negative,emotion_polarity,알리고 싶지 않았다는 말에서 부정적인 감정이 드러남
정규민,,오히려 6년 연애했다고 하면 그 사람들이 내가 낄 자리 없겠다고 생각할 수도 있지 않아?,,neutral,relationship,"정규민은 6년 연애 경험이 다른 사람들에게 부담감을 줄 수 있다는 점을 언급하며, 새로운 관계 형성에 대한 우려를 간접적으로 드러내고 있다."
성해은,,그냥 장기 연애를 했던 사람으로서 보면 너를 더 좋게 볼 것 같았어. 나중에 X가 밝혀지면 우리의 시간들을 얘기해도 나쁘지 않으니까 근데 나는 진짜 행복했던 게 뭔지 알아? 어제 너가 스크램블에게 해준 거 먹을 수 있었을 때 진짜 행복했어.,정규민,positive,relation,"장기 연애 경험자로서 규민을 좋게 볼 것 같다는 말과 X가 밝혀진 후 함께한 시간에 대한 긍정적인 대화를 기대하며, 어제 규민이 해준 스크램블을 먹을 때 행복했다고 표현함."
정규민,,아 진짜?,,neutral,response,상대방의 말에 대한 단순한 반응.
성해은,,맛있다고 너한테 말할 수 있는 게 행복했어.,,positive,emotion_polarity,음식을 맛있다고 말할 수 있어서 행복했다는 긍정적 감정 표현
정규민,,계란 먹을래?,,neutral,conversation,정규민이 상대방에게 계란을 먹을지 묻는 발언.
성해은,,나 계란 진짜 좋아하는데,,positive,preference,계란에 대한 선호도를 표현함
정규민,,나중에 아침 해드릴게요,,positive,initiative,"정규민이 상대방에게 호감을 표현하며, 관계 형성을 위한 제안을 하고 있다."
성해은,,계란후라이요!,,neutral,food,계란후라이를 요청하는 발언.
성해은,,"저 스크램블 에그, 프라이, 찜 다 해주세요",,neutral,request,음식 준비를 요청하는 발언
성해은,,우와!,,positive,emotion_expression,감탄사 '우와'를 통해 긍정적인 감정을 표현함.
성해은,,진짜 진짜 진짜 멋있겠다 대박이다. 내가 처음 봐 진짜 진짜 진짜 맛있겠다.,,positive,reaction,음식이나 상황에 대한 강한 긍정적 반응을 표현하고 있다.
정규민,,계란 엄청 좋아했지?,성해은,neutral,attention,정규민이 과거 성해은이 계란을 좋아했던 것을 언급하며 관심을 표현함.
성해은,,계란을 먹어서라기보다 맛있다고 너한테 말을 할 수 있어서 행복했다고 응. 그걸 네가 들어줘서 좋았다고.,정규민,positive,emotion_expression,정규민에게 말을 할 수 있어서 행복했다고 말하며 긍정적인 감정을 표현함.
성해은,,왜냐면 너가 지금까지 계속 나를 피했던 게,,negative,attention,"성해은이 상대방에게 지금까지 자신을 피했던 이유를 묻는 발언으로, 불안감을 드러내고 있다."
정규민,,아침에 일찍 일어나면 계란 같이 해줄게.,,positive,initiative,"아침에 일찍 일어나면 계란을 같이 해주겠다는 말에서 호감을 표현하고, 관계 형성을 주도하려는 적극적인 의지를 드러냄."
성해은,,꼭 해줘.,,neutral,request,상대방에게 요청을 강조하는 발언
정규민,,근데 못 일어날 거잖아.,,neutral,statement,상대방의 행동에 대한 예측을 나타내는 발언.
성해은,,어.,,neutral,uncategorized,단순 응답
정규민,,그럼 못 먹는 거지.,,neutral,none,음식을 먹을 수 없는 상황에 대한 단순 언급
성해은,,남겨줘.,,neutral,none,"상대방에게 특정한 행동을 요청하는 발언으로, 감정적인 내용이나 특정 인물에 대한 언급은 없습니다."
정규민,,응?,,neutral,none,정규민의 단독 발화로 감정이나 의도를 파악하기 어려움
성해은,,남겨줘.,,neutral,none,"상대방에게 특정한 행동을 요청하는 발언으로, 감정적인 내용이나 특정 인물에 대한 언급은 없습니다."
정규민,,그럼 맛 없어서 안 돼.,,negative,opinion,맛이 없으면 안 된다는 의견을 표현함.
성해은,,식은 계란도 맛있어,,neutral,none,"음식에 대한 개인적인 선호를 표현하는 발언으로, 감정이나 관계에 대한 직접적인 언급은 없습니다."
성해은,,너가 해먹어,,neutral,unclassified,성해은의 발언은 특정 감정이나 의도를 드러내지 않는 단순한 표현입니다.
성해은,,너가 진짜 잘하잖아.,,positive,None,칭찬 발언
정규민,,그런 거는 계속 기억에 남긴 하더라. 만나면서 너무.. 좋은 거를 많이 못 해주고 좋은 곳에 많이 못 데려가고 이런 거는 기억에 많이 남긴 하더라고.,,negative,attention,"정규민은 과거 연애에서 좋은 경험을 많이 제공하지 못한 것에 대한 아쉬움을 표현하며, 이러한 기억이 계속 남는다고 언급했다."
정규민,,그래서 좋은 곳 가거나 하면 생각나긴 했어.,,neutral,attention,"좋은 곳에 가면 전 연인이 생각났다는 발언으로, 과거 연애에 대한 회상을 나타낸다."
성해은,,"약간 학창 시절의 기억들이 살아가는데, 되게 많은 영향을 끼치는 것처럼, 나의 20대도 다 너였잖아.",정규민,negative,attention,"화자는 과거 연인이었던 정규민과의 20대가 많은 영향을 끼쳤다고 언급하며, 과거 회상에 잠김."
성해은,,너랑 헤어진 지 그래도 꽤나 지났는데도 계속 그냥 너가,정규민,negative,attention,정규민과의 이별 후에도 그를 계속 생각하고 있음을 간접적으로 언급하며 미련이 남아있음을 드러냄.
성해은,,"잊혀지지 않으니까, 그래서 너랑 나랑 진짜 시기만 타이밍만 너무하다 아쉽게 들렸던 것 같아서 이걸 기회로... 너는 그냥 그대로 있으면 돼, 그냥 지금처럼 막 나를 아예 눈빛, 눈길도 안 주고 피하기만 하고 아. 근데 혜은이 제외 아, 그냥 해은이 안 돼 이렇게만 안 했으면 좋겠어.",정규민,negative,emotion_polarity,"잊혀지지 않는 감정과 아쉬움을 표현하며, 상대방에게 특정 행동을 하지 않기를 바라는 발언에서 부정적인 감정이 드러남."
성해은,,"기회조차 주지 않으려고 하는데, 속상해 이렇게 생각해? 알겠어.",,negative,emotion_polarity,기회를 받지 못하는 상황에 대한 속상함을 표현함.
정규민,,집 가서 얘기 많이 할게 그게 요지가 아니잖아.,,neutral,none,"정규민은 상대방에게 집에 가서 많은 이야기를 나눌 것이라고 말하며, 현재 논의 중인 내용이 핵심이 아니라고 언급한다."
성해은,,나는 여기서 너가 그래도 아직 시간이 꽤 남았잖아.,,neutral,none,시간이 아직 남았다는 언급
정규민,,이제 좀 더 편해졌으면 좋겠어.,,positive,emotion_polarity,정규민은 상대방에게 편안한 관계를 바라고 있다.
정규민,,"너무 그렇게 계속 힘들지 말고, 앞으로 꽤 같이 더 있을 텐데,",,중립,일반 대화,상대방에게 앞으로 함께할 시간이 많으니 힘들어하지 말라고 위로하는 발언.
성해은,,그냥 나는.. 마음은 어쩔 수가 없는 것 같아.,,negative,emotion_polarity,"마음대로 감정을 조절할 수 없다는 감정을 토로하는 발언으로, 부정적인 감정을 드러냄."
정규민,,"그것도 너가 이렇게 계속 흔들어가면, 네가 나중에 후회할 것 같아.",,negative,갈등,정규민은 상대방의 행동이 미래에 후회를 불러올 수 있다고 경고하며 갈등 상황을 드러내고 있다.
성해은,,"나는 후회 안 해, 너무 후회안해. 진짜 그냥 난 내 마음이 가는 대로 할 거야. 가는 대로 표현할 거고, 자기 말 한마디에, 그냥 내가 너무 기대하거나 너무 슬퍼하거나 할 걸 알아서 자기 마음도 숨겨야 된다고 생각을 하는 것 같고, 일부러 더 숨기면서 얘기한 것 같아요.",,negative,emotion_expression,"성해은은 후회하지 않으며, 앞으로 자신의 마음이 가는 대로 표현할 것이라고 다짐한다. 상대방의 말 한마디에 자신이 너무 기대하거나 슬퍼할 것을 알고 상대방이 마음을 숨기는 것 같다고 느낀다."
성해은,,이런 시간이 또 언제 있을지 모르겠어서 시간이 멈췄으면 좋겠어요.,,positive,emotion_polarity,현재 상황에 대한 긍정적 감정(시간이 멈췄으면 좋겠다는 발언)
성해은,,ㅎㅎㅎㅎㅎ 핢말이 쌓였는데.,,neutral,none,성해은이 쌓인 할 말이 있음을 언급하며 대화를 시작하려는 뉘앙스를 풍긴다.
정규민,,얘기해서 재밌었어 그래도,,positive,emotion_polarity,대화가 즐거웠다는 긍정적 감정을 표현함
성해은,,뭐가 나아진 게 있어?,,neutral,none,상대방에게 변화가 있는지 묻는 질문
정규민,,웅 얘기하다 보니까 훨씬 나아졌지 어쨌든 집 에서 얘기 많이 할게 말도 걸고 할게.,,positive,comfort,"정규민은 대화를 통해 기분이 나아졌다고 말하며, 앞으로 집에서 대화를 많이 하고 말을 걸겠다고 약속하며 상대방을 위로하고 관계 개선의 의지를 보였다."
정규민,,나 갈게 나는.,,neutral,일상,정규민이 자리를 떠남.
성해은,,가야돼? 가야지,,neutral,response,상황에 대한 판단을 내리는 발언
성해은,,아 배고파 이따가 봐 나도 갈래.,,neutral,일상,"배고픔을 표현하고, 함께 가겠다는 의사를 밝힘."
성해은,,진짜 시간 멈췄으면 좋겠다 라고 계속 말할 정도로 너무 소중한 시간이었고 이제서야 그나마 좀 신경 써주는 것 같아서 좋고 말 걸어줘서 좋았어요. 그 전에는 진짜 남보다도 못하게 대했었어서 말을 걸어주고 장난도 쳐주려고 해서 고마웠어요.,정규민,positive,emotion_expression,"성해은은 시간이 멈췄으면 좋겠다고 할 정도로 소중한 시간이었고, 정규민이 신경 써주고 말을 걸어줘서 좋았다고 말하며 고마움을 표현했다. 이전에는 남보다 못하게 대했던 정규민의 변화에 긍정적인 감정을 느꼈다."
성해은,,근데 분명히 규민이랑 있으면서 계속 상처받고 계속 선 긋는 기분이 보는 것도 아팠는데 상처를 받았더라도 그 시간 때문에 그날 하루가 너무 기분이 좋았어요 하루 종일 운다고 해서 생각보다 좀 더 힘들어 하는구나 라는 생각도 들기도 했고 마음이 아프기는 해요 해은이가 계속 그렇게 울고 그러는 게 근데 그것 때문에 마음이 막 엄청 힘들고 하지는 않아요.,정규민,복합적,감정 표현 및 관계 분석,"규민과의 관계에서 상처받았지만 좋았던 기억도 있으며, 해은이 힘들어하는 모습에 마음 아파하지만 큰 어려움은 느끼지 않음."
정규민,,조금 더 내가 이 친구한테 살갑게 굴어도 되겠다 조금 더 좀 내가 너무 이렇게까지 거리를 두면 더 힘들어하겠구나 그런 생각을 그런 게 조금 미안하기도 하고,,negative,negative_emotion,"정규민은 상대방에게 거리를 두는 것에 대해 미안함을 느끼며, 상대방이 힘들어할까 봐 걱정하고 있다."
